time,value
0.000000000,-286724
0.000031250,-277275
0.000062500,-236648
0.000093750,-207772
0.000125000,-181152
0.000156250,-112972
0.000187500,-52053
0.000218750,-16471
0.000250000,23271
0.000281250,90436
0.000312500,108736
0.000343750,142381
0.000375000,233700
0.000406250,309293
0.000437500,294817
0.000468750,334804
0.000500000,421634
0.000531250,474525
0.000562500,501459
0.000593750,565303
0.000625000,617637
0.000656250,608026
0.000687500,629428
0.000718750,661426
0.000750000,647721
0.000781250,583948
0.000812500,575387
0.000843750,559206
0.000875000,474795
0.000906250,422754
0.000937500,409629
0.000968750,358877
0.001000000,303196
0.001031250,324284
0.001062500,315309
0.001093750,287081
0.001125000,282432
0.001156250,285522
0.001187500,270154
0.001218750,263957
0.001250000,293911
0.001281250,271703
0.001312500,252462
0.001343750,259744
0.001375000,264466
0.001406250,273036
0.001437500,281323
0.001468750,273860
0.001500000,261919
0.001531250,274109
0.001562500,299312
0.001593750,279580
0.001625000,288005
0.001656250,363920
0.001687500,377256
0.001718750,367170
0.001750000,420430
0.001781250,497543
0.001812500,508252
0.001843750,494561
0.001875000,549642
0.001906250,547545
0.001937500,498663
0.001968750,502568
0.002000000,503955
0.002031250,460326
0.002062500,411023
0.002093750,372684
0.002125000,320563
0.002156250,296492
0.002187500,276592
0.002218750,219813
0.002250000,195931
0.002281250,150283
0.002312500,83371
0.002343750,50691
0.002375000,25519
0.002406250,170
0.002437500,-40487
0.002468750,-34666
0.002500000,-19196
0.002531250,-41152
0.002562500,-24483
0.002593750,14514
0.002625000,23330
0.002656250,55108
0.002687500,128722
0.002718750,180926
0.002750000,145211
0.002781250,191053
0.002812500,268813
0.002843750,276161
0.002875000,283285
0.002906250,355003
0.002937500,359766
0.002968750,312606
0.003000000,316628
0.003031250,352562
0.003062500,320548
0.003093750,257572
0.003125000,248653
0.003156250,249224
0.003187500,224205
0.003218750,186089
0.003250000,168668
0.003281250,141410
0.003312500,76921
0.003343750,4187
0.003375000,-62783
0.003406250,-115864
0.003437500,-187910
0.003468750,-271538
0.003500000,-320991
0.003531250,-394430
0.003562500,-454813
0.003593750,-479926
0.003625000,-486763
0.003656250,-510905
0.003687500,-521308
0.003718750,-539993
0.003750000,-560704
0.003781250,-554513
0.003812500,-547589
0.003843750,-546419
0.003875000,-564444
0.003906250,-546261
0.003937500,-533056
0.003968750,-538105
0.004000000,-554180
0.004031250,-530986
0.004062500,-512075
0.004093750,-502717
0.004125000,-493908
0.004156250,-476267
0.004187500,-476435
0.004218750,-460908
0.004250000,-416670
0.004281250,-396796
0.004312500,-378292
0.004343750,-350022
0.004375000,-316272
0.004406250,-280381
0.004437500,-234727
0.004468750,-165285
0.004500000,-145533
0.004531250,-139324
0.004562500,-147272
0.004593750,-158813
0.004625000,-180758
0.004656250,-209942
0.004687500,-194114
0.004718750,-194799
0.004750000,-233319
0.004781250,-246684
0.004812500,-261935
0.004843750,-285061
0.004875000,-300032
0.004906250,-304012
0.004937500,-323550
0.004968750,-389121
0.005000000,-411795
0.005031250,-401533
0.005062500,-441615
0.005093750,-479388
0.005125000,-456681
0.005156250,-454412
0.005187500,-473035
0.005218750,-458791
0.005250000,-435442
0.005281250,-451345
0.005312500,-430752
0.005343750,-404761
0.005375000,-400700
0.005406250,-379058
0.005437500,-337152
0.005468750,-301764
0.005500000,-253495
0.005531250,-242777
0.005562500,-230457
0.005593750,-211474
0.005625000,-201195
0.005656250,-177606
0.005687500,-157308
0.005718750,-143167
0.005750000,-99045
0.005781250,-74378
0.005812500,-65118
0.005843750,-48704
0.005875000,-21603
0.005906250,9776
0.005937500,-4993
0.005968750,-20573
0.006000000,-66025
0.006031250,-99258
0.006062500,-105214
0.006093750,-99047
0.006125000,-109894
0.006156250,-134154
0.006187500,-123076
0.006218750,-91379
0.006250000,-111020
0.006281250,-133831
0.006312500,-105002
0.006343750,-90453
0.006375000,-112471
0.006406250,-143591
0.006437500,-131649
0.006468750,-118451
0.006500000,-118586
0.006531250,-115501
0.006562500,-95451
0.006593750,-59145
0.006625000,-46537
0.006656250,-38021
0.006687500,-4113
0.006718750,24138
0.006750000,32774
0.006781250,61347
0.006812500,100281
0.006843750,147062
0.006875000,169699
0.006906250,223300
0.006937500,290030
0.006968750,309106
0.007000000,328574
0.007031250,356229
0.007062500,361373
0.007093750,342216
0.007125000,347885
0.007156250,347631
0.007187500,323536
0.007218750,303177
0.007250000,303191
0.007281250,284614
0.007312500,273030
0.007343750,259984
0.007375000,255064
0.007406250,236918
0.007437500,197268
0.007468750,203831
0.007500000,189031
0.007531250,180776
0.007562500,204186
0.007593750,212699
0.007625000,204756
0.007656250,199501
