time,value
0.000000000,-58158
0.000031250,-552033
0.000062500,-191702
0.000093750,-347920
0.000125000,65875
0.000156250,-79937
0.000187500,-236362
0.000218750,-38454
0.000250000,-248178
0.000281250,-140476
0.000312500,160369
0.000343750,386185
0.000375000,486876
0.000406250,583785
0.000437500,355156
0.000468750,203844
0.000500000,-275217
0.000531250,46622
0.000562500,84617
0.000593750,482621
0.000625000,818864
0.000656250,827413
0.000687500,372338
0.000718750,-154436
0.000750000,248545
0.000781250,399669
0.000812500,243835
0.000843750,323980
0.000875000,399666
0.000906250,397552
0.000937500,165129
0.000968750,149933
0.001000000,175915
0.001031250,220015
0.001062500,307156
0.001093750,465036
0.001125000,268736
0.001156250,170459
0.001187500,409337
0.001218750,-33338
0.001250000,266567
0.001281250,42116
0.001312500,303130
0.001343750,655152
0.001375000,743908
0.001406250,760968
0.001437500,381237
0.001468750,335537
0.001500000,374242
0.001531250,251696
0.001562500,-114124
0.001593750,-113699
0.001625000,140199
0.001656250,162340
0.001687500,486211
0.001718750,457375
0.001750000,366649
0.001781250,107884
0.001812500,83983
0.001843750,-181417
0.001875000,-142704
0.001906250,1983
0.001937500,-361599
0.001968750,-269854
0.002000000,-220327
0.002031250,-142090
0.002062500,-123991
0.002093750,-252744
0.002125000,-255918
0.002156250,-465252
0.002187500,-493205
0.002218750,-466748
0.002250000,-452428
0.002281250,-661325
0.002312500,-704874
0.002343750,-478445
0.002375000,-546040
0.002406250,95231
0.002437500,614751
0.002468750,326705
0.002500000,-113022
0.002531250,-938791
0.002562500,-1266607
0.002593750,-1265377
0.002625000,-934509
0.002656250,-524614
0.002687500,10525
0.002718750,-129518
0.002750000,-414608
0.002781250,-445329
0.002812500,-581881
0.002843750,-442374
0.002875000,12319
0.002906250,73348
0.002937500,-37314
0.002968750,-131604
0.003000000,-269846
0.003031250,-62026
0.003062500,137965
0.003093750,479942
0.003125000,605537
0.003156250,672047
0.003187500,479209
0.003218750,88646
0.003250000,-264204
0.003281250,-429013
0.003312500,-360843
0.003343750,-118571
0.003375000,103490
0.003406250,338185
0.003437500,531353
0.003468750,476330
0.003500000,276243
0.003531250,159107
0.003562500,154713
0.003593750,162134
0.003625000,287803
0.003656250,338814
0.003687500,72990
0.003718750,-207838
0.003750000,-270388
0.003781250,165709
0.003812500,399060
0.003843750,251853
0.003875000,179604
0.003906250,-98624
0.003937500,380292
0.003968750,518700
0.004000000,176714
0.004031250,15122
0.004062500,-368574
0.004093750,725945
0.004125000,623511
0.004156250,665268
0.004187500,-75908
0.004218750,-491194
0.004250000,-697708
0.004281250,65811
0.004312500,168149
0.004343750,-270553
0.004375000,-173141
0.004406250,84771
0.004437500,343679
0.004468750,-23642
0.004500000,437853
0.004531250,183904
0.004562500,-316599
0.004593750,88582
0.004625000,935038
0.004656250,490079
0.004687500,-67193
0.004718750,-343063
0.004750000,-131452
0.004781250,-277795
0.004812500,383619
0.004843750,566623
0.004875000,327483
0.004906250,-359783
0.004937500,41897
0.004968750,-201922
0.005000000,-764253
0.005031250,-25673
0.005062500,302654
0.005093750,640594
0.005125000,242434
0.005156250,315808
0.005187500,62498
0.005218750,-1314495
0.005250000,-698033
0.005281250,508221
0.005312500,727012
0.005343750,311694
0.005375000,-87803
0.005406250,-486650
0.005437500,-1151962
0.005468750,-617167
0.005500000,153309
0.005531250,-263698
0.005562500,-69227
0.005593750,-57562
0.005625000,-357954
0.005656250,-1091530
0.005687500,-851028
0.005718750,-648883
0.005750000,-234750
0.005781250,324303
0.005812500,338793
0.005843750,-287266
0.005875000,-841053
0.005906250,-693936
0.005937500,-432460
0.005968750,-442019
0.006000000,-532869
0.006031250,132211
0.006062500,267561
0.006093750,332011
0.006125000,377934
0.006156250,-565137
0.006187500,-744186
0.006218750,-581934
0.006250000,-117539
0.006281250,633802
0.006312500,-48239
0.006343750,-629556
0.006375000,-616624
0.006406250,-653537
0.006437500,-709555
0.006468750,-186053
0.006500000,581206
0.006531250,417169
0.006562500,283156
0.006593750,-197237
0.006625000,-512859
0.006656250,-501804
0.006687500,-24979
0.006718750,780686
0.006750000,1396406
0.006781250,773968
0.006812500,336571
0.006843750,387845
0.006875000,270578
0.006906250,320028
0.006937500,815009
0.006968750,742065
0.007000000,253889
0.007031250,-72663
0.007062500,-233414
0.007093750,-222259
0.007125000,-220068
0.007156250,471426
0.007187500,965130
0.007218750,559748
0.007250000,618571
0.007281250,693916
0.007312500,390527
0.007343750,401721
0.007375000,492059
0.007406250,725842
0.007437500,561342
0.007468750,416260
0.007500000,618222
0.007531250,206531
0.007562500,142971
0.007593750,58866
0.007625000,-40918
0.007656250,-56203
0.007687500,-12303
0.007718750,306490
0.007750000,790217
0.007781250,324621
0.007812500,-65849
0.007843750,218218
0.007875000,-19062
0.007906250,17977
0.007937500,579126
0.007968750,596801
0.008000000,-98234
0.008031250,-548259
0.008062500,-1087745
0.008093750,-1193207
0.008125000,-848015
0.008156250,26146
0.008187500,428000
0.008218750,-425999
0.008250000,-195890
0.008281250,-454649
0.008312500,-780365
0.008343750,-426101
0.008375000,293431
0.008406250,47574
0.008437500,28665
0.008468750,241607
0.008500000,-333143
0.008531250,-443400
0.008562500,-163129
0.008593750,-63254
0.008625000,203295
0.008656250,-325002
0.008687500,-505175
0.008718750,-276474
0.008750000,-751625
0.008781250,-952653
0.008812500,-831442
0.008843750,-568921
0.008875000,-362564
0.008906250,61548
0.008937500,330894
0.008968750,28257
0.009000000,-450318
0.009031250,-608408
0.009062500,-550165
0.009093750,-724680
0.009125000,-668155
0.009156250,422428
0.009187500,280977
0.009218750,-379054
0.009250000,-327046
0.009281250,-414330
0.009312500,-461999
0.009343750,120232
0.009375000,706822
0.009406250,682437
0.009437500,-91786
0.009468750,-177808
0.009500000,58525
0.009531250,66210
0.009562500,324022
0.009593750,167467
0.009625000,1035432
0.009656250,320611
0.009687500,-72888
0.009718750,306409
0.009750000,-704290
0.009781250,-90984
0.009812500,-333977
0.009843750,247962
0.009875000,328226
0.009906250,-482331
