time,value
0.000000000,89584
0.000031250,140717
0.000062500,91996
0.000093750,144940
0.000125000,149547
0.000156250,92859
0.000187500,146319
0.000218750,183126
0.000250000,167751
0.000281250,205406
0.000312500,108206
0.000343750,207516
0.000375000,91705
0.000406250,68439
0.000437500,112567
0.000468750,60771
0.000500000,46673
0.000531250,-84695
0.000562500,26645
0.000593750,-102535
0.000625000,-72202
0.000656250,-74546
0.000687500,-117938
0.000718750,-101731
0.000750000,-147846
0.000781250,-127586
0.000812500,-134163
0.000843750,-137310
0.000875000,-108890
0.000906250,-132705
0.000937500,-63785
0.000968750,-18487
0.001000000,-41157
0.001031250,-10666
0.001062500,-25293
0.001093750,-56886
0.001125000,-76533
0.001156250,-34260
0.001187500,-12543
0.001218750,-34214
0.001250000,-44423
0.001281250,-64293
0.001312500,-59496
0.001343750,-77985
0.001375000,-61994
0.001406250,-68169
0.001437500,-70556
0.001468750,-112992
0.001500000,-117567
0.001531250,-163531
0.001562500,-198189
0.001593750,-191165
0.001625000,-177482
0.001656250,-165480
0.001687500,-213690
0.001718750,-255758
0.001750000,-258479
0.001781250,-266573
0.001812500,-299332
0.001843750,-290630
0.001875000,-222116
0.001906250,-213761
0.001937500,-193212
0.001968750,-156489
0.002000000,-132256
0.002031250,-117528
0.002062500,-56697
0.002093750,294
0.002125000,7610
0.002156250,25769
0.002187500,65519
0.002218750,86696
0.002250000,95413
0.002281250,89244
0.002312500,100604
0.002343750,130894
0.002375000,136488
0.002406250,135645
0.002437500,178178
0.002468750,208461
0.002500000,227662
0.002531250,230953
0.002562500,262418
0.002593750,272746
0.002625000,259618
0.002656250,236824
0.002687500,234416
0.002718750,209501
0.002750000,161067
0.002781250,181876
0.002812500,213541
0.002843750,209781
0.002875000,234748
0.002906250,227858
0.002937500,181203
0.002968750,189916
0.003000000,147949
0.003031250,185129
0.003062500,137045
0.003093750,131236
0.003125000,130893
0.003156250,98925
0.003187500,95808
0.003218750,57141
0.003250000,90082
0.003281250,126813
0.003312500,24641
0.003343750,68868
0.003375000,29784
0.003406250,-323
0.003437500,36621
0.003468750,21850
0.003500000,59003
0.003531250,173182
0.003562500,-5676
0.003593750,191342
0.003625000,114939
0.003656250,88631
0.003687500,135762
0.003718750,106972
0.003750000,63380
0.003781250,107961
0.003812500,23300
0.003843750,142863
0.003875000,-41309
0.003906250,43199
0.003937500,20106
0.003968750,-14068
0.004000000,8643
0.004031250,13168
0.004062500,65181
0.004093750,17661
0.004125000,-17233
0.004156250,60468
0.004187500,-2198
0.004218750,-2295
0.004250000,19297
0.004281250,43617
0.004312500,-41389
0.004343750,-58984
0.004375000,-19797
0.004406250,-72905
0.004437500,-52427
0.004468750,-49064
0.004500000,22030
0.004531250,-20284
0.004562500,-5556
0.004593750,36958
0.004625000,19210
0.004656250,-167
0.004687500,5067
0.004718750,44230
0.004750000,14175
0.004781250,6550
0.004812500,47113
0.004843750,37109
0.004875000,48367
0.004906250,41429
0.004937500,30810
0.004968750,40129
0.005000000,18783
0.005031250,16966
0.005062500,-7400
0.005093750,10339
0.005125000,15062
0.005156250,-1687
0.005187500,28577
0.005218750,33523
0.005250000,37020
0.005281250,62070
0.005312500,11186
0.005343750,-8905
0.005375000,-14776
0.005406250,-36628
0.005437500,-37054
0.005468750,-42526
0.005500000,-19063
0.005531250,-95866
0.005562500,-44766
0.005593750,-67786
0.005625000,-67561
0.005656250,-5934
0.005687500,-11024
0.005718750,36379
0.005750000,20369
0.005781250,42732
0.005812500,52638
0.005843750,22394
0.005875000,89903
0.005906250,19449
0.005937500,11881
0.005968750,17724
0.006000000,-15428
0.006031250,-14489
0.006062500,-24030
0.006093750,-36721
0.006125000,-32232
0.006156250,47869
0.006187500,-46443
0.006218750,-5647
0.006250000,43521
0.006281250,20051
0.006312500,-15769
0.006343750,32202
0.006375000,69705
0.006406250,-11812
0.006437500,101664
0.006468750,65274
0.006500000,78301
0.006531250,45185
0.006562500,68622
0.006593750,68575
0.006625000,38882
0.006656250,45326
0.006687500,58841
0.006718750,-53085
0.006750000,-9996
0.006781250,-51349
0.006812500,-89000
0.006843750,-38044
0.006875000,-36396
0.006906250,-103529
0.006937500,-52664
0.006968750,-28050
0.007000000,-133505
0.007031250,-128255
0.007062500,-32943
0.007093750,-119548
0.007125000,-187563
0.007156250,-121767
0.007187500,-156475
0.007218750,-187860
0.007250000,-148078
0.007281250,-152007
0.007312500,-72692
0.007343750,-51487
0.007375000,-30342
0.007406250,-31923
0.007437500,-34369
0.007468750,-7633
0.007500000,18845
0.007531250,-14410
0.007562500,4489
0.007593750,76545
0.007625000,67307
0.007656250,58786
0.007687500,137768
0.007718750,140169
0.007750000,160365
0.007781250,189234
0.007812500,210445
0.007843750,202332
0.007875000,266928
0.007906250,252813
0.007937500,204566
0.007968750,240021
0.008000000,275434
0.008031250,225891
0.008062500,246290
0.008093750,276037
0.008125000,225083
0.008156250,197451
0.008187500,183842
0.008218750,170363
0.008250000,162060
0.008281250,160861
0.008312500,150797
0.008343750,158057
0.008375000,107405
0.008406250,97358
0.008437500,79806
0.008468750,108962
0.008500000,77464
0.008531250,112876
0.008562500,124960
0.008593750,105588
0.008625000,91916
0.008656250,78205
0.008687500,98588
0.008718750,66464
0.008750000,53735
0.008781250,76905
0.008812500,66147
0.008843750,11235
0.008875000,21481
0.008906250,9503
0.008937500,-6901
0.008968750,5279
0.009000000,38406
0.009031250,24858
0.009062500,34473
0.009093750,6097
0.009125000,20042
0.009156250,4400
0.009187500,-42047
0.009218750,-35976
0.009250000,-13867
0.009281250,-72748
0.009312500,-77861
0.009343750,-75741
0.009375000,-117093
0.009406250,-119611
0.009437500,-92523
0.009468750,-99887
0.009500000,-108147
0.009531250,-75586
0.009562500,-111742
0.009593750,-124912
0.009625000,-142155
0.009656250,-146445
0.009687500,-139466
0.009718750,-145819
0.009750000,-153766
0.009781250,-184059
0.009812500,-200681
0.009843750,-179984
0.009875000,-170110
0.009906250,-147346
0.009937500,-96459
0.009968750,-94769
0.010000000,-64615
0.010031250,-16034
0.010062500,-20861
0.010093750,-32210
0.010125000,28691
0.010156250,40258
0.010187500,19500
0.010218750,48732
0.010250000,51942
0.010281250,36145
0.010312500,52884
0.010343750,82748
0.010375000,105568
0.010406250,107491
0.010437500,127035
0.010468750,137867
0.010500000,135693
0.010531250,129281
0.010562500,146944
0.010593750,134331
0.010625000,134746
0.010656250,152836
0.010687500,131035
0.010718750,138221
0.010750000,150225
0.010781250,144193
0.010812500,117883
0.010843750,98156
0.010875000,95440
0.010906250,81988
0.010937500,77955
0.010968750,52879
0.011000000,46600
0.011031250,-1331
0.011062500,2838
0.011093750,1201
0.011125000,4092
0.011156250,-3729
0.011187500,-34671
0.011218750,-46992
0.011250000,-63995
0.011281250,-71394
0.011312500,-77877
0.011343750,-62670
0.011375000,-56920
0.011406250,-65942
0.011437500,-72323
0.011468750,-66016
0.011500000,-96848
0.011531250,-115351
0.011562500,-93995
0.011593750,-100541
0.011625000,-114033
0.011656250,-98849
0.011687500,-87425
0.011718750,-108542
0.011750000,-107734
0.011781250,-72103
0.011812500,-73767
0.011843750,-81099
0.011875000,-70729
0.011906250,-82262
0.011937500,-103298
0.011968750,-130143
0.012000000,-137675
0.012031250,-143082
0.012062500,-136445
0.012093750,-119754
0.012125000,-154366
0.012156250,-172501
0.012187500,-161122
0.012218750,-174133
0.012250000,-184610
0.012281250,-192178
0.012312500,-197709
0.012343750,-204601
0.012375000,-202423
0.012406250,-187393
0.012437500,-208823
0.012468750,-216288
0.012500000,-211762
0.012531250,-239956
0.012562500,-258083
0.012593750,-265679
0.012625000,-269155
0.012656250,-275993
0.012687500,-255709
0.012718750,-238532
0.012750000,-231230
0.012781250,-210229
0.012812500,-202295
0.012843750,-188265
0.012875000,-177533
0.012906250,-189855
0.012937500,-195353
0.012968750,-188357
0.013000000,-181864
0.013031250,-175930
0.013062500,-168634
0.013093750,-164549
0.013125000,-172179
0.013156250,-166942
0.013187500,-180254
0.013218750,-175376
0.013250000,-142021
0.013281250,-122285
0.013312500,-130352
0.013343750,-121235
0.013375000,-130716
0.013406250,-140490
0.013437500,-136575
0.013468750,-147695
0.013500000,-150763
0.013531250,-141829
0.013562500,-148667
0.013593750,-158774
0.013625000,-166367
0.013656250,-153645
0.013687500,-137354
0.013718750,-107590
0.013750000,-83416
0.013781250,-74310
0.013812500,-63018
0.013843750,-59896
0.013875000,-49454
0.013906250,-9499
0.013937500,7833
0.013968750,26258
0.014000000,72649
0.014031250,102930
0.014062500,112356
0.014093750,122902
0.014125000,142511
0.014156250,163084
0.014187500,162530
0.014218750,178870
0.014250000,189198
0.014281250,196677
0.014312500,211896
0.014343750,229276
0.014375000,243290
0.014406250,237530
0.014437500,249643
0.014468750,263255
0.014500000,268805
0.014531250,259557
0.014562500,251554
0.014593750,239048
0.014625000,215674
0.014656250,222396
0.014687500,210952
0.014718750,194182
0.014750000,204682
0.014781250,169206
0.014812500,151907
0.014843750,143439
0.014875000,125115
0.014906250,73276
0.014937500,108992
0.014968750,17222
0.015000000,5212
0.015031250,58084
0.015062500,59709
0.015093750,-58151
0.015125000,67027
0.015156250,-13734
0.015187500,-20184
0.015218750,-27647
0.015250000,10955
0.015281250,-41448
0.015312500,-36114
0.015343750,-50399
0.015375000,-16400
0.015406250,-32627
0.015437500,-123942
0.015468750,-52634
0.015500000,-33222
0.015531250,-153158
0.015562500,-89837
0.015593750,-55116
0.015625000,-79707
0.015656250,-134597
0.015687500,-102308
0.015718750,-77052
0.015750000,-112156
0.015781250,-152872
0.015812500,-85688
0.015843750,-94956
0.015875000,-55678
0.015906250,-66931
0.015937500,-32264
0.015968750,-11021
0.016000000,-37632
0.016031250,-11781
0.016062500,7470
0.016093750,-4471
0.016125000,9482
0.016156250,14014
0.016187500,14969
0.016218750,29226
0.016250000,57009
0.016281250,65094
0.016312500,56267
0.016343750,85384
0.016375000,77204
0.016406250,96745
0.016437500,131358
0.016468750,151699
0.016500000,140949
0.016531250,176335
0.016562500,145348
0.016593750,137119
0.016625000,140088
0.016656250,131894
0.016687500,143751
0.016718750,122174
0.016750000,103988
0.016781250,105580
0.016812500,123734
0.016843750,108886
0.016875000,103440
0.016906250,135319
0.016937500,142945
0.016968750,111331
0.017000000,90105
0.017031250,119726
0.017062500,138307
0.017093750,140783
0.017125000,159828
0.017156250,196084
0.017187500,209647
0.017218750,205718
0.017250000,240777
0.017281250,254241
0.017312500,247232
0.017343750,245752
0.017375000,323788
0.017406250,247331
0.017437500,201110
