time,value
0.000000000,-136774
0.000031250,199882
0.000062500,417417
0.000093750,410328
0.000125000,451354
0.000156250,327554
0.000187500,-49477
0.000218750,-281293
0.000250000,-351974
0.000281250,-70178
0.000312500,492546
0.000343750,326327
0.000375000,605626
0.000406250,471841
0.000437500,-111696
0.000468750,-3172
0.000500000,-306950
0.000531250,288754
0.000562500,587750
0.000593750,680855
0.000625000,548795
0.000656250,497434
0.000687500,390278
0.000718750,-327062
0.000750000,-100944
0.000781250,-27211
0.000812500,530803
0.000843750,767696
0.000875000,471851
0.000906250,-77072
0.000937500,-797405
0.000968750,-563755
0.001000000,-214639
0.001031250,509578
0.001062500,675153
0.001093750,388437
0.001125000,425605
0.001156250,100496
0.001187500,5157
0.001218750,-384060
0.001250000,-200056
0.001281250,224704
0.001312500,279212
0.001343750,473739
0.001375000,486147
0.001406250,157894
0.001437500,-681498
0.001468750,-565349
0.001500000,-135527
0.001531250,400577
0.001562500,260623
0.001593750,289866
0.001625000,419030
0.001656250,57733
0.001687500,-224227
0.001718750,-396042
0.001750000,-165846
0.001781250,-25450
0.001812500,120014
0.001843750,230005
0.001875000,-300764
0.001906250,-485869
0.001937500,-654944
0.001968750,-331075
0.002000000,-244284
0.002031250,-269599
0.002062500,-10131
0.002093750,291500
0.002125000,324391
0.002156250,159882
0.002187500,266863
0.002218750,263990
0.002250000,184374
0.002281250,48196
0.002312500,175373
0.002343750,151991
0.002375000,135188
0.002406250,-119073
0.002437500,-71136
0.002468750,-194517
0.002500000,-333438
0.002531250,-323560
0.002562500,-190094
0.002593750,-76208
0.002625000,-113821
0.002656250,-209904
0.002687500,55883
0.002718750,-155249
0.002750000,-232275
0.002781250,-202753
0.002812500,-309649
0.002843750,-185722
0.002875000,161408
0.002906250,417743
0.002937500,340641
0.002968750,-113528
0.003000000,-475398
0.003031250,-787862
0.003062500,-624201
0.003093750,267073
0.003125000,682562
0.003156250,855086
0.003187500,637091
0.003218750,173224
0.003250000,-561037
0.003281250,-864489
0.003312500,-413359
0.003343750,-46842
0.003375000,168210
0.003406250,227506
0.003437500,132586
0.003468750,-70765
0.003500000,-165548
0.003531250,26811
0.003562500,132947
0.003593750,344698
0.003625000,614029
0.003656250,537789
0.003687500,29922
0.003718750,-409908
0.003750000,-663288
0.003781250,-703510
0.003812500,-356183
0.003843750,365996
0.003875000,956313
0.003906250,636079
0.003937500,320437
0.003968750,-180512
0.004000000,-332656
0.004031250,-129361
0.004062500,333157
0.004093750,683450
0.004125000,1091645
0.004156250,882895
0.004187500,533056
0.004218750,-12553
0.004250000,-507441
0.004281250,-439486
0.004312500,-324872
0.004343750,-18187
0.004375000,510217
0.004406250,495002
0.004437500,-112077
0.004468750,-340781
0.004500000,-299826
0.004531250,173364
0.004562500,664644
0.004593750,612850
0.004625000,695070
0.004656250,411074
0.004687500,-216325
0.004718750,-286085
0.004750000,-525053
0.004781250,-605890
0.004812500,18003
0.004843750,745224
0.004875000,596248
0.004906250,24466
0.004937500,-522309
0.004968750,-707651
0.005000000,-487407
0.005031250,-102471
0.005062500,394317
0.005093750,493946
0.005125000,-8475
0.005156250,-121079
0.005187500,-51153
0.005218750,-247631
0.005250000,-334403
0.005281250,-276540
0.005312500,-151241
0.005343750,-89947
0.005375000,-183702
0.005406250,-212131
0.005437500,-680434
0.005468750,-531071
0.005500000,48018
0.005531250,432202
0.005562500,-57274
0.005593750,97374
0.005625000,297612
0.005656250,-504820
0.005687500,-619371
0.005718750,-70264
0.005750000,-227118
0.005781250,-373679
0.005812500,-105535
0.005843750,189714
0.005875000,-59459
0.005906250,-699317
0.005937500,-479812
0.005968750,-464893
0.006000000,-483675
0.006031250,194536
0.006062500,114281
0.006093750,218513
0.006125000,-381058
0.006156250,-146258
0.006187500,-3473
0.006218750,-206814
0.006250000,88350
0.006281250,367831
0.006312500,86339
0.006343750,-621640
0.006375000,39774
0.006406250,139979
0.006437500,-84147
0.006468750,-235384
0.006500000,142996
0.006531250,688026
0.006562500,479379
0.006593750,198761
0.006625000,-353467
0.006656250,-458912
0.006687500,-244894
0.006718750,-43056
0.006750000,736357
0.006781250,484836
0.006812500,389069
0.006843750,199305
0.006875000,125073
0.006906250,-167255
0.006937500,10268
0.006968750,441925
0.007000000,303270
0.007031250,565034
0.007062500,301669
0.007093750,-118635
0.007125000,-459495
0.007156250,-640948
0.007187500,-151317
0.007218750,294575
0.007250000,749819
0.007281250,612573
0.007312500,-143164
0.007343750,-312752
0.007375000,-754529
0.007406250,-91022
0.007437500,532368
0.007468750,658677
0.007500000,560014
0.007531250,359382
0.007562500,88355
0.007593750,-478038
0.007625000,-241308
0.007656250,-71927
0.007687500,288056
0.007718750,759613
0.007750000,543488
0.007781250,143654
0.007812500,-25774
0.007843750,-209810
0.007875000,-117512
0.007906250,204712
0.007937500,799694
0.007968750,664875
0.008000000,657738
0.008031250,133495
0.008062500,-431913
0.008093750,-808044
0.008125000,-935970
0.008156250,-223732
0.008187500,512820
0.008218750,525694
0.008250000,507845
0.008281250,-58742
0.008312500,-273019
0.008343750,-422552
0.008375000,-251797
0.008406250,392107
0.008437500,472046
0.008468750,-6841
0.008500000,-127091
