time,value
0.000000000,271546
0.000031250,230531
0.000062500,172269
0.000093750,187349
0.000125000,153356
0.000156250,45222
0.000187500,1782
0.000218750,-30835
0.000250000,-73439
0.000281250,-135361
0.000312500,-162135
0.000343750,-194814
0.000375000,-252547
0.000406250,-282796
0.000437500,-347220
0.000468750,-375021
0.000500000,-398517
0.000531250,-457474
0.000562500,-459397
0.000593750,-477318
0.000625000,-497443
0.000656250,-524284
0.000687500,-528504
0.000718750,-532454
0.000750000,-562577
0.000781250,-536745
0.000812500,-522200
0.000843750,-536788
0.000875000,-506416
0.000906250,-490873
0.000937500,-453322
0.000968750,-448239
0.001000000,-405419
0.001031250,-357433
0.001062500,-343501
0.001093750,-321339
0.001125000,-278656
0.001156250,-281864
0.001187500,-278032
0.001218750,-251948
0.001250000,-218008
0.001281250,-234036
0.001312500,-212128
0.001343750,-169157
0.001375000,-103776
0.001406250,-51147
0.001437500,-35999
0.001468750,-18157
0.001500000,26124
0.001531250,-9568
0.001562500,19556
0.001593750,78700
0.001625000,99133
0.001656250,119958
0.001687500,159118
0.001718750,182226
0.001750000,199899
0.001781250,249470
0.001812500,257625
0.001843750,288066
0.001875000,326860
0.001906250,350790
0.001937500,380433
0.001968750,411603
0.002000000,472508
0.002031250,512684
0.002062500,504480
0.002093750,520463
0.002125000,550354
0.002156250,555865
0.002187500,563924
0.002218750,560404
0.002250000,574761
0.002281250,550975
0.002312500,502097
0.002343750,495988
0.002375000,463039
0.002406250,490332
0.002437500,458427
0.002468750,474506
0.002500000,471164
0.002531250,459903
0.002562500,477743
0.002593750,480088
0.002625000,448331
0.002656250,449398
0.002687500,450892
0.002718750,425567
0.002750000,395613
0.002781250,373425
0.002812500,354245
0.002843750,316642
0.002875000,300116
0.002906250,280636
0.002937500,252090
0.002968750,232800
0.003000000,209390
0.003031250,147171
0.003062500,95543
0.003093750,52009
0.003125000,-2777
0.003156250,-61399
0.003187500,-78415
0.003218750,-117709
0.003250000,-164637
0.003281250,-208807
0.003312500,-235236
0.003343750,-302167
0.003375000,-393414
0.003406250,-416532
0.003437500,-479009
0.003468750,-574385
0.003500000,-637451
0.003531250,-651351
0.003562500,-720206
0.003593750,-784481
0.003625000,-771586
0.003656250,-787447
0.003687500,-823082
0.003718750,-856926
0.003750000,-864888
0.003781250,-869715
0.003812500,-896974
0.003843750,-880624
0.003875000,-854822
0.003906250,-822908
0.003937500,-799067
0.003968750,-806652
0.004000000,-728058
0.004031250,-677873
0.004062500,-651220
0.004093750,-611822
0.004125000,-563285
0.004156250,-511936
0.004187500,-484370
0.004218750,-420920
0.004250000,-327422
0.004281250,-315832
0.004312500,-243878
0.004343750,-163847
0.004375000,-118360
0.004406250,-80953
0.004437500,-21742
0.004468750,41750
0.004500000,76849
0.004531250,134131
0.004562500,152696
0.004593750,124507
0.004625000,209854
0.004656250,293540
0.004687500,259699
0.004718750,244716
0.004750000,253825
0.004781250,317664
0.004812500,293462
0.004843750,257085
0.004875000,274981
0.004906250,277378
0.004937500,276205
0.004968750,262740
0.005000000,262558
0.005031250,256078
0.005062500,235865
0.005093750,262861
0.005125000,273418
0.005156250,268732
0.005187500,265787
0.005218750,268969
0.005250000,300080
0.005281250,311504
0.005312500,331254
0.005343750,295761
0.005375000,328105
0.005406250,330440
0.005437500,299535
0.005468750,287896
0.005500000,275241
0.005531250,253774
0.005562500,242032
0.005593750,224931
0.005625000,202520
0.005656250,140071
0.005687500,103852
0.005718750,69296
0.005750000,5778
0.005781250,-11503
0.005812500,-75709
0.005843750,-115425
0.005875000,-160308
0.005906250,-188119
0.005937500,-237356
0.005968750,-272347
0.006000000,-269531
0.006031250,-306198
0.006062500,-344504
0.006093750,-328394
0.006125000,-352550
0.006156250,-367301
0.006187500,-372838
0.006218750,-358806
0.006250000,-350235
0.006281250,-384350
0.006312500,-349093
0.006343750,-319204
0.006375000,-310415
0.006406250,-310237
0.006437500,-245147
0.006468750,-211295
0.006500000,-215249
0.006531250,-183916
0.006562500,-96030
0.006593750,-61435
0.006625000,-81977
0.006656250,-64324
0.006687500,5039
0.006718750,1134
0.006750000,-15407
0.006781250,77856
0.006812500,89632
